userId,movieId,rating,timestamp
1000,1,5.0,1721887924
1001,1,5.0,1737048650
1002,1,5.0,1763952317
1003,1,5.0,1725091277
1004,1,5.0,1752588199
1005,1,5.0,1758258960
1006,1,5.0,1724179595
1007,1,5.0,1708240863
1008,1,5.0,1706221362
1009,1,5.0,1733335983
1010,1,5.0,1751158548
1011,1,5.0,1723033889
1012,1,5.0,1720750465
1013,1,5.0,1720237284
1014,1,5.0,1726999752
1015,1,5.0,1752735613
1016,1,5.0,1727197318
1017,1,5.0,1719114061
1018,1,5.0,1735125920
1019,1,5.0,1765364268
1020,1,5.0,1734718811
1021,1,5.0,1748101201
1022,1,5.0,1716390042
1023,1,5.0,1730892486
1024,1,5.0,1706626899
1025,1,5.0,1735862098
1026,1,5.0,1743334159
1027,1,5.0,1712909707
1028,1,5.0,1751127779
1029,1,5.0,1714240512
1030,1,5.0,1713860461
1031,1,5.0,1753741013
1032,1,5.0,1749685469
1033,1,5.0,1709945111
1034,1,5.0,1752441134
1035,1,5.0,1704697487
1036,1,5.0,1758447640
1037,1,5.0,1707371276
1038,1,5.0,1742250567
1039,1,5.0,1758342514
1040,1,5.0,1752070712
1041,1,5.0,1738165984
1042,1,5.0,1751326255
1043,1,5.0,1717280731
1044,1,5.0,1764768648
1045,1,5.0,1743665208
1046,1,5.0,1718797579
1047,1,5.0,1713702611
1048,1,5.0,1744868833
1049,1,5.0,1740117509
1000,2,5.0,1728821955
1001,2,5.0,1762030634
1002,2,5.0,1743879655
1003,2,5.0,1726161878
1004,2,5.0,1755133248
1005,2,5.0,1739305078
1006,2,5.0,1712533699
1007,2,5.0,1739357473
1008,2,5.0,1725848289
1009,2,5.0,1743821068
1010,2,5.0,1739269388
1011,2,5.0,1743120427
1012,2,5.0,1723845607
1013,2,5.0,1756262374
1014,2,5.0,1734998420
1015,2,5.0,1709989633
1016,2,5.0,1757822744
1017,2,5.0,1735370210
1018,2,5.0,1710267253
1019,2,5.0,1758818249
1020,2,5.0,1719003400
1021,2,5.0,1760949810
1022,2,5.0,1745035395
1023,2,5.0,1737087454
1024,2,5.0,1705551169
1025,2,5.0,1723032308
1026,2,5.0,1710827386
1027,2,5.0,1729548396
1028,2,5.0,1722900537
1029,2,5.0,1757824949
1030,2,5.0,1704965035
1031,2,5.0,1713834004
1032,2,5.0,1711808799
1033,2,5.0,1755625214
1034,2,5.0,1750818885
1035,2,5.0,1703358422
1036,2,5.0,1706458501
1037,2,5.0,1726061400
1038,2,5.0,1721720373
1039,2,5.0,1716543899
1040,2,5.0,1743712942
1041,2,5.0,1714782371
1042,2,5.0,1730993896
1043,2,5.0,1724918521
1044,2,5.0,1749398387
1045,2,5.0,1709511565
1046,2,5.0,1749007742
1047,2,5.0,1737433718
1048,2,5.0,1737397122
1049,2,5.0,1747807566
1000,3,5.0,1716336069
1001,3,5.0,1728563687
1002,3,5.0,1720543903
1003,3,5.0,1716612597
1004,3,5.0,1765697271
1005,3,5.0,1729879412
1006,3,5.0,1747294415
1007,3,5.0,1731841185
1008,3,5.0,1707639671
1009,3,5.0,1754132031
1010,3,5.0,1709323080
1011,3,5.0,1719431673
1012,3,5.0,1763120756
1013,3,5.0,1725786654
1014,3,5.0,1763606008
1015,3,5.0,1744638169
1016,3,5.0,1765496222
1017,3,5.0,1710522719
1018,3,5.0,1713804299
1019,3,5.0,1747939634
1020,3,5.0,1719315783
1021,3,5.0,1736988849
1022,3,5.0,1715113731
1023,3,5.0,1713285096
1024,3,5.0,1744578914
1025,3,5.0,1753333323
1026,3,5.0,1740840567
1027,3,5.0,1753110102
1028,3,5.0,1759097534
1029,3,5.0,1710552668
1030,3,5.0,1713938340
1031,3,5.0,1715307092
1032,3,5.0,1755124017
1033,3,5.0,1739430819
1034,3,5.0,1719511440
1035,3,5.0,1704278457
1036,3,5.0,1718357536
1037,3,5.0,1754743975
1038,3,5.0,1733735667
1039,3,5.0,1739223645
1040,3,5.0,1741883191
1041,3,5.0,1728089128
1042,3,5.0,1738923122
1043,3,5.0,1760227109
1044,3,5.0,1703900926
1045,3,5.0,1723653543
1046,3,5.0,1722183787
1047,3,5.0,1704002399
1048,3,5.0,1759449133
1049,3,5.0,1718228207
1000,4,5.0,1751984913
1001,4,5.0,1755173886
1002,4,5.0,1726748416
1003,4,5.0,1743061081
1004,4,5.0,1749801104
1005,4,5.0,1746785555
1006,4,5.0,1730142113
1007,4,5.0,1726504571
1008,4,5.0,1732711949
1009,4,5.0,1709493205
1010,4,5.0,1740427541
1011,4,5.0,1727399338
1012,4,5.0,1752154202
1013,4,5.0,1762397542
1014,4,5.0,1729567181
1015,4,5.0,1764432791
1016,4,5.0,1728809740
1017,4,5.0,1720764202
1018,4,5.0,1761150142
1019,4,5.0,1738040570
1020,4,5.0,1741652503
1021,4,5.0,1716898264
1022,4,5.0,1754845692
1023,4,5.0,1758359122
1024,4,5.0,1735056184
1025,4,5.0,1756666851
1026,4,5.0,1746382058
1027,4,5.0,1744977449
1028,4,5.0,1741584060
1029,4,5.0,1721636923
1030,4,5.0,1752151819
1031,4,5.0,1743810055
1032,4,5.0,1738855227
1033,4,5.0,1739198363
1034,4,5.0,1743759466
1035,4,5.0,1727777787
1036,4,5.0,1718270540
1037,4,5.0,1706261204
1038,4,5.0,1709337618
1039,4,5.0,1746351317
1040,4,5.0,1737368321
1041,4,5.0,1716264228
1042,4,5.0,1753499998
1043,4,5.0,1706309481
1044,4,5.0,1752262687
1045,4,5.0,1728270526
1046,4,5.0,1728398017
1047,4,5.0,1753072496
1048,4,5.0,1750168954
1049,4,5.0,1706560382
1000,5,5.0,1745136253
1001,5,5.0,1726631798
1002,5,5.0,1738504246
1003,5,5.0,1737766424
1004,5,5.0,1745358055
1005,5,5.0,1715816903
1006,5,5.0,1714071719
1007,5,5.0,1705691910
1008,5,5.0,1718927277
1009,5,5.0,1721334905
1010,5,5.0,1716207429
1011,5,5.0,1721875234
1012,5,5.0,1703622393
1013,5,5.0,1750046052
1014,5,5.0,1711350679
1015,5,5.0,1725093579
1016,5,5.0,1757143561
1017,5,5.0,1747012788
1018,5,5.0,1709724604
1019,5,5.0,1717590783
1020,5,5.0,1764648084
1021,5,5.0,1712325617
1022,5,5.0,1703529519
1023,5,5.0,1742884283
1024,5,5.0,1736497371
1025,5,5.0,1723927134
1026,5,5.0,1764113601
1027,5,5.0,1759649269
1028,5,5.0,1730500324
1029,5,5.0,1725273069
1030,5,5.0,1702786783
1031,5,5.0,1754303098
1032,5,5.0,1704392463
1033,5,5.0,1744176584
1034,5,5.0,1727723905
1035,5,5.0,1737906297
1036,5,5.0,1763250967
1037,5,5.0,1762696217
1038,5,5.0,1744557988
1039,5,5.0,1746145112
1040,5,5.0,1727087102
1041,5,5.0,1752602155
1042,5,5.0,1719811323
1043,5,5.0,1713692995
1044,5,5.0,1706787561
1045,5,5.0,1725588944
1046,5,5.0,1741115448
1047,5,5.0,1703973751
1048,5,5.0,1732843604
1049,5,5.0,1705032931
1000,6,5.0,1764672156
1001,6,5.0,1704444972
1002,6,5.0,1746280993
1003,6,5.0,1737333689
1004,6,5.0,1739861568
1005,6,5.0,1735464741
1006,6,5.0,1710022222
1007,6,5.0,1714898519
1008,6,5.0,1742215560
1009,6,5.0,1738693216
1010,6,5.0,1711743576
1011,6,5.0,1708654688
1012,6,5.0,1755828050
1013,6,5.0,1707611916
1014,6,5.0,1760138794
1015,6,5.0,1743591343
1016,6,5.0,1711906037
1017,6,5.0,1714937809
1018,6,5.0,1760348527
1019,6,5.0,1731930493
1020,6,5.0,1734222868
